engine,test_name,elapsed_time,compile_time,exec_time
wagon,blake2b-5610-bytes,0.04777240753173828,0.038957,0.006191
wagon,blake2b-5610-bytes,0.04828691482543945,0.039706,0.006152
wagon,blake2b-5610-bytes,0.05048561096191406,0.040008,0.007834
wagon,blake2b-5610-bytes,0.048918724060058594,0.040097,0.00619
wagon,blake2b-5610-bytes,0.05090785026550293,0.042213,0.006156
wagon,blake2b-5610-bytes,0.04796957969665527,0.039199,0.00615
wagon,blake2b-5610-bytes,0.049414634704589844,0.040747,0.006159
wagon,blake2b-5610-bytes,0.0481109619140625,0.039339,0.006178
wagon,blake2b-5610-bytes,0.04838824272155762,0.039671,0.006173
wagon,blake2b-5610-bytes,0.049103498458862305,0.040413,0.006148
wagon,blake2b-8415-bytes,0.0554661750793457,0.043727,0.009142
wagon,blake2b-8415-bytes,0.05616426467895508,0.044496,0.009119
wagon,blake2b-8415-bytes,0.05666851997375488,0.044972,0.009143
wagon,blake2b-8415-bytes,0.05563783645629883,0.043947,0.00911
wagon,blake2b-8415-bytes,0.05639338493347168,0.044524,0.009133
wagon,blake2b-8415-bytes,0.05597233772277832,0.04428,0.009125
wagon,blake2b-8415-bytes,0.054724693298339844,0.043019,0.009134
wagon,blake2b-8415-bytes,0.05481696128845215,0.043157,0.009091
wagon,blake2b-8415-bytes,0.05570077896118164,0.043868,0.009133
wagon,blake2b-8415-bytes,0.0572199821472168,0.045462,0.009095
wagon,blake2b-8415-bytes,0.0565643310546875,0.044834,0.009135
wagon,blake2b-8415-bytes,0.05553293228149414,0.043666,0.009126
wagon,blake2b-8415-bytes,0.05620622634887695,0.044402,0.009159
wagon,blake2b-8415-bytes,0.055861473083496094,0.043952,0.009309
wagon,blake2b-8415-bytes,0.05481076240539551,0.043128,0.009103
wagon,blake2b-8415-bytes,0.05599713325500488,0.044301,0.009152
wagon,blake2b-8415-bytes,0.05586385726928711,0.04406,0.00915
wagon,blake2b-8415-bytes,0.05440545082092285,0.042767,0.009117
wagon,blake2b-8415-bytes,0.055450439453125,0.043712,0.009171
wagon,blake2b-8415-bytes,0.0548853874206543,0.043111,0.009177
wagon,blake2b-8415-bytes,0.056143760681152344,0.044368,0.009145
wagon,blake2b-8415-bytes,0.0550847053527832,0.043407,0.009126
wagon,blake2b-8415-bytes,0.05554986000061035,0.043845,0.009183
wagon,blake2b-8415-bytes,0.05533552169799805,0.043667,0.009123
wagon,blake2b-8415-bytes,0.05794405937194824,0.04618,0.009144
wagon,blake2b-8415-bytes,0.05500149726867676,0.043249,0.009122
wagon,blake2b-8415-bytes,0.05845189094543457,0.046299,0.009636
wagon,blake2b-8415-bytes,0.05800175666809082,0.046354,0.009112
wagon,blake2b-8415-bytes,0.056006431579589844,0.044228,0.009124
wagon,blake2b-8415-bytes,0.055268287658691406,0.043607,0.009161
wagon,blake2b-8415-bytes,0.05524039268493652,0.04353,0.009134
wagon,blake2b-8415-bytes,0.055907249450683594,0.044281,0.009112
wagon,blake2b-8415-bytes,0.05535769462585449,0.043616,0.009141
wagon,blake2b-8415-bytes,0.05500626564025879,0.043334,0.009138
wagon,blake2b-8415-bytes,0.05561423301696777,0.043917,0.009104
wagon,blake2b-8415-bytes,0.0552976131439209,0.043593,0.009096
wagon,blake2b-8415-bytes,0.05579257011413574,0.043942,0.009172
wagon,blake2b-8415-bytes,0.05530381202697754,0.043581,0.00912
wagon,blake2b-8415-bytes,0.05501866340637207,0.043268,0.009163
wagon,blake2b-8415-bytes,0.05503058433532715,0.043246,0.009115
wagon,blake2b-8415-bytes,0.06457281112670898,0.052067,0.009855
wagon,blake2b-8415-bytes,0.05664205551147461,0.044898,0.00916
wagon,blake2b-8415-bytes,0.05470728874206543,0.042839,0.009291
wagon,blake2b-8415-bytes,0.05531454086303711,0.043499,0.009124
wagon,blake2b-8415-bytes,0.0559234619140625,0.044135,0.009181
wagon,blake2b-8415-bytes,0.056610822677612305,0.044904,0.009107
wagon,blake2b-8415-bytes,0.05555605888366699,0.04369,0.009201
wagon,blake2b-8415-bytes,0.056867361068725586,0.044948,0.009295
wagon,blake2b-8415-bytes,0.05545639991760254,0.043702,0.009123
wagon,blake2b-8415-bytes,0.0558164119720459,0.044139,0.009137
wagon,bls12-381-aggreg-128-pubkeys-verify-sig,40.83171987533569,0.576048,40.252286
wagon,bls12-381-aggreg-128-pubkeys-verify-sig,40.85627245903015,0.596741,40.256011
wagon,bls12-381-aggreg-128-pubkeys-verify-sig,40.824689626693726,0.580725,40.240233
wagon,bls12-381-aggreg-32-pubkeys-verify-sig,19.735961198806763,0.572422,19.159823
wagon,bls12-381-aggreg-32-pubkeys-verify-sig,19.73226499557495,0.576537,19.151882
wagon,bls12-381-aggreg-32-pubkeys-verify-sig,20.851909637451172,0.570425,20.277719
wagon,bls12-381-aggreg-64-pubkeys-verify-sig,26.925594806671143,0.588735,26.332754
wagon,bls12-381-aggreg-64-pubkeys-verify-sig,26.90785813331604,0.595263,26.308378
wagon,bls12-381-aggreg-64-pubkeys-verify-sig,26.967253923416138,0.604558,26.358712
wagon,bn128_add-cdetrio10,0.11446189880371094,0.110278,0.00092
wagon,bn128_add-cdetrio10,0.11468291282653809,0.110646,0.000933
wagon,bn128_add-cdetrio10,0.11477971076965332,0.110579,0.000914
wagon,bn128_add-cdetrio10,0.11659097671508789,0.112373,0.000916
wagon,bn128_add-cdetrio10,0.11551952362060547,0.111351,0.001091
wagon,bn128_add-cdetrio10,0.1144108772277832,0.110261,0.000916
wagon,bn128_add-cdetrio10,0.11269974708557129,0.108614,0.000907
wagon,bn128_add-cdetrio10,0.1188361644744873,0.114428,0.000951
wagon,bn128_add-cdetrio10,0.11497282981872559,0.110776,0.000995
wagon,bn128_add-cdetrio10,0.11656522750854492,0.112462,0.000907
wagon,bn128_add-cdetrio10,0.11329793930053711,0.109094,0.001012
wagon,bn128_add-cdetrio10,0.11274576187133789,0.108736,0.000921
wagon,bn128_add-cdetrio10,0.11467361450195312,0.110624,0.000922
wagon,bn128_add-cdetrio10,0.11474752426147461,0.110596,0.000927
wagon,bn128_add-cdetrio10,0.1149301528930664,0.110576,0.001089
wagon,bn128_add-cdetrio10,0.11902213096618652,0.114832,0.00092
wagon,bn128_add-cdetrio10,0.11343073844909668,0.109415,0.000923
wagon,bn128_add-cdetrio10,0.11582708358764648,0.111617,0.000922
wagon,bn128_add-cdetrio10,0.11901640892028809,0.11483,0.000907
wagon,bn128_add-cdetrio10,0.1147153377532959,0.110714,0.000929
wagon,bn128_add-cdetrio10,0.11512994766235352,0.11088,0.000925
wagon,bn128_add-cdetrio10,0.11672210693359375,0.112638,0.000912
wagon,bn128_add-cdetrio10,0.1156005859375,0.111512,0.000932
wagon,bn128_add-cdetrio10,0.12327814102172852,0.119072,0.000922
wagon,bn128_add-cdetrio10,0.11320066452026367,0.108949,0.000932
wagon,bn128_add-cdetrio10,0.1214907169342041,0.117261,0.000913
wagon,bn128_add-cdetrio10,0.1152961254119873,0.111016,0.000943
wagon,bn128_add-cdetrio10,0.11547636985778809,0.111251,0.001078
wagon,bn128_add-cdetrio10,0.11528754234313965,0.11134,0.000905
wagon,bn128_add-cdetrio10,0.12169837951660156,0.117558,0.000924
wagon,bn128_add-cdetrio10,0.11476707458496094,0.110577,0.000911
wagon,bn128_add-cdetrio10,0.11636877059936523,0.112192,0.000934
wagon,bn128_add-cdetrio10,0.11859297752380371,0.114432,0.00092
wagon,bn128_add-cdetrio10,0.11490273475646973,0.110674,0.000937
wagon,bn128_add-cdetrio10,0.1155860424041748,0.111428,0.000908
wagon,bn128_add-cdetrio10,0.11771583557128906,0.113685,0.000908
wagon,bn128_add-cdetrio10,0.11576557159423828,0.111308,0.000982
wagon,bn128_add-cdetrio10,0.12037801742553711,0.115819,0.00091
wagon,bn128_add-cdetrio10,0.11882495880126953,0.114473,0.001101
wagon,bn128_add-cdetrio10,0.11356139183044434,0.109482,0.000906
wagon,bn128_add-cdetrio10,0.11671304702758789,0.112609,0.000912
wagon,bn128_add-cdetrio10,0.1147770881652832,0.110612,0.000926
wagon,bn128_add-cdetrio10,0.1166985034942627,0.1125,0.000933
wagon,bn128_add-cdetrio10,0.11494684219360352,0.110818,0.000909
wagon,bn128_add-cdetrio10,0.11758160591125488,0.113442,0.000933
wagon,bn128_add-cdetrio10,0.11636543273925781,0.112233,0.000924
wagon,bn128_add-cdetrio10,0.11531925201416016,0.111253,0.000911
wagon,bn128_add-cdetrio10,0.11690449714660645,0.112605,0.000941
wagon,bn128_add-cdetrio10,0.12141561508178711,0.117223,0.000926
wagon,bn128_add-cdetrio10,0.11608552932739258,0.112006,0.00091
wagon,bn128_add-cdetrio11,0.12361860275268555,0.112533,0.007753
wagon,bn128_add-cdetrio11,0.12214851379394531,0.111112,0.007744
wagon,bn128_add-cdetrio11,0.12081718444824219,0.10982,0.00773
wagon,bn128_add-cdetrio11,0.12061476707458496,0.109564,0.00774
wagon,bn128_add-cdetrio11,0.12352800369262695,0.112453,0.007826
wagon,bn128_add-cdetrio11,0.12536025047302246,0.114291,0.007751
wagon,bn128_add-cdetrio11,0.12258267402648926,0.111323,0.007757
wagon,bn128_add-cdetrio11,0.12331485748291016,0.112227,0.007743
wagon,bn128_add-cdetrio11,0.12119746208190918,0.110151,0.007783
wagon,bn128_add-cdetrio11,0.12363266944885254,0.112378,0.007884
wagon,bn128_add-cdetrio11,0.12292361259460449,0.111796,0.007751
wagon,bn128_add-cdetrio11,0.12035584449768066,0.109334,0.007745
wagon,bn128_add-cdetrio11,0.12446069717407227,0.113322,0.007761
wagon,bn128_add-cdetrio11,0.12284064292907715,0.111635,0.007922
wagon,bn128_add-cdetrio11,0.12245559692382812,0.111266,0.00774
wagon,bn128_add-cdetrio11,0.12108349800109863,0.110137,0.007751
wagon,bn128_add-cdetrio11,0.12205886840820312,0.110988,0.007911
wagon,bn128_add-cdetrio11,0.1245279312133789,0.113513,0.00773
wagon,bn128_add-cdetrio11,0.12438225746154785,0.113274,0.00778
wagon,bn128_add-cdetrio11,0.12265205383300781,0.111547,0.007814
wagon,bn128_add-cdetrio11,0.12011432647705078,0.10898,0.007822
wagon,bn128_add-cdetrio11,0.12200808525085449,0.110918,0.007739
wagon,bn128_add-cdetrio11,0.12257719039916992,0.11154,0.007785
wagon,bn128_add-cdetrio11,0.12351751327514648,0.112563,0.007736
wagon,bn128_add-cdetrio11,0.12476468086242676,0.113588,0.007752
wagon,bn128_add-cdetrio11,0.12810468673706055,0.117029,0.007771
wagon,bn128_add-cdetrio11,0.12581324577331543,0.114629,0.007758
wagon,bn128_add-cdetrio11,0.12161016464233398,0.110397,0.007731
wagon,bn128_add-cdetrio11,0.12496018409729004,0.113645,0.007745
wagon,bn128_add-cdetrio11,0.12066864967346191,0.109826,0.007795
wagon,bn128_add-cdetrio11,0.12237095832824707,0.111335,0.007738
wagon,bn128_add-cdetrio11,0.12226486206054688,0.111056,0.007818
wagon,bn128_add-cdetrio11,0.12391972541809082,0.113001,0.007781
wagon,bn128_add-cdetrio11,0.12047028541564941,0.10953,0.007735
wagon,bn128_add-cdetrio11,0.12239289283752441,0.111436,0.007761
wagon,bn128_add-cdetrio11,0.12619948387145996,0.115071,0.00782
wagon,bn128_add-cdetrio11,0.12324237823486328,0.112228,0.007751
wagon,bn128_add-cdetrio11,0.1237947940826416,0.112706,0.007848
wagon,bn128_add-cdetrio11,0.12169051170349121,0.11068,0.00775
wagon,bn128_add-cdetrio11,0.12222528457641602,0.111052,0.007751
wagon,bn128_add-cdetrio11,0.1272749900817871,0.116089,0.007787
wagon,bn128_add-cdetrio11,0.12279939651489258,0.111732,0.007773
wagon,bn128_add-cdetrio11,0.12649297714233398,0.115241,0.007747
wagon,bn128_add-cdetrio11,0.12015914916992188,0.10938,0.007734
wagon,bn128_add-cdetrio11,0.12549519538879395,0.114383,0.007827
wagon,bn128_add-cdetrio11,0.12524032592773438,0.114276,0.007747
wagon,bn128_add-cdetrio11,0.1264781951904297,0.115231,0.007777
wagon,bn128_add-cdetrio11,0.12233805656433105,0.111498,0.007755
wagon,bn128_add-cdetrio11,0.1215057373046875,0.110306,0.007797
wagon,bn128_add-cdetrio11,0.12383508682250977,0.112737,0.007852
wagon,bn128_add-cdetrio14,0.11729931831359863,0.111665,0.002287
wagon,bn128_add-cdetrio14,0.11790895462036133,0.112242,0.002309
wagon,bn128_add-cdetrio14,0.11666393280029297,0.111075,0.002296
wagon,bn128_add-cdetrio14,0.12199974060058594,0.116421,0.002304
wagon,bn128_add-cdetrio14,0.11719226837158203,0.111368,0.002321
wagon,bn128_add-cdetrio14,0.11555647850036621,0.110035,0.002326
wagon,bn128_add-cdetrio14,0.11649084091186523,0.111063,0.00231
wagon,bn128_add-cdetrio14,0.1159517765045166,0.110455,0.002301
wagon,bn128_add-cdetrio14,0.11891341209411621,0.113303,0.002276
wagon,bn128_add-cdetrio14,0.11761164665222168,0.112115,0.002304
wagon,bn128_add-cdetrio14,0.11569404602050781,0.109978,0.002311
wagon,bn128_add-cdetrio14,0.11620759963989258,0.110289,0.002644
wagon,bn128_add-cdetrio14,0.11558723449707031,0.109747,0.002562
wagon,bn128_add-cdetrio14,0.12196111679077148,0.116358,0.002306
wagon,bn128_add-cdetrio14,0.12505674362182617,0.119395,0.002302
wagon,bn128_add-cdetrio14,0.11781978607177734,0.112339,0.002288
wagon,bn128_add-cdetrio14,0.11920952796936035,0.113595,0.002316
wagon,bn128_add-cdetrio14,0.12391948699951172,0.117731,0.002301
wagon,bn128_add-cdetrio14,0.11597347259521484,0.110448,0.002306
wagon,bn128_add-cdetrio14,0.11700129508972168,0.111457,0.002307
wagon,bn128_add-cdetrio14,0.11813235282897949,0.112479,0.00239
wagon,bn128_add-cdetrio14,0.11847066879272461,0.112939,0.002293
wagon,bn128_add-cdetrio14,0.11856460571289062,0.112904,0.002305
wagon,bn128_add-cdetrio14,0.11810708045959473,0.112447,0.002296
wagon,bn128_add-cdetrio14,0.12063765525817871,0.113077,0.002373
wagon,bn128_add-cdetrio14,0.11682868003845215,0.110806,0.002308
wagon,bn128_add-cdetrio14,0.11869215965270996,0.113191,0.002284
wagon,bn128_add-cdetrio14,0.1185915470123291,0.112978,0.002293
wagon,bn128_add-cdetrio14,0.11672759056091309,0.111153,0.002293
wagon,bn128_add-cdetrio14,0.11526823043823242,0.109801,0.002305
wagon,bn128_add-cdetrio14,0.11581134796142578,0.110245,0.002322
wagon,bn128_add-cdetrio14,0.11754703521728516,0.111929,0.002322
wagon,bn128_add-cdetrio14,0.11850500106811523,0.112882,0.002301
wagon,bn128_add-cdetrio14,0.11699533462524414,0.111537,0.00231
wagon,bn128_add-cdetrio14,0.11809897422790527,0.112551,0.002292
wagon,bn128_add-cdetrio14,0.11859393119812012,0.112917,0.002315
wagon,bn128_add-cdetrio14,0.11706399917602539,0.111486,0.002292
wagon,bn128_add-cdetrio14,0.11656761169433594,0.110887,0.002303
wagon,bn128_add-cdetrio14,0.11832046508789062,0.112612,0.002325
wagon,bn128_add-cdetrio14,0.11652421951293945,0.111037,0.002316
wagon,bn128_add-cdetrio14,0.11844372749328613,0.113032,0.002309
wagon,bn128_add-cdetrio14,0.11476588249206543,0.109096,0.002304
wagon,bn128_add-cdetrio14,0.11717820167541504,0.111492,0.002336
wagon,bn128_add-cdetrio14,0.11578941345214844,0.110395,0.002293
wagon,bn128_add-cdetrio14,0.11782956123352051,0.112199,0.002304
wagon,bn128_add-cdetrio14,0.11417746543884277,0.108816,0.002288
wagon,bn128_add-cdetrio14,0.11654448509216309,0.110704,0.002604
wagon,bn128_add-cdetrio14,0.11850762367248535,0.11251,0.002714
wagon,bn128_add-cdetrio14,0.11730647087097168,0.111725,0.002297
wagon,bn128_add-cdetrio14,0.12014651298522949,0.114437,0.002287
wagon,bn128_mul-cdetrio11,0.5568027496337891,0.136496,0.417013
wagon,bn128_mul-cdetrio11,0.5543456077575684,0.133231,0.417086
wagon,bn128_mul-cdetrio11,0.5546135902404785,0.134371,0.41679
wagon,bn128_mul-cdetrio11,0.5565154552459717,0.135113,0.417932
wagon,bn128_mul-cdetrio11,0.552527904510498,0.131631,0.41744
wagon,bn128_mul-cdetrio11,0.5563318729400635,0.135827,0.416884
wagon,bn128_mul-cdetrio11,0.5586216449737549,0.138502,0.416699
wagon,bn128_mul-cdetrio11,0.5524024963378906,0.131134,0.417943
wagon,bn128_mul-cdetrio11,0.551363468170166,0.130659,0.417156
wagon,bn128_mul-cdetrio11,0.5575089454650879,0.136572,0.417461
wagon,bn128_mul-cdetrio11,0.5561122894287109,0.135452,0.417217
wagon,bn128_mul-cdetrio11,0.5531396865844727,0.132568,0.416989
wagon,bn128_mul-cdetrio11,0.5552330017089844,0.13486,0.416882
wagon,bn128_mul-cdetrio11,0.5526165962219238,0.132034,0.417093
wagon,bn128_mul-cdetrio11,0.5541067123413086,0.131484,0.419244
wagon,bn128_mul-cdetrio11,0.564774751663208,0.14428,0.416925
wagon,bn128_mul-cdetrio11,0.5592679977416992,0.13631,0.41879
wagon,bn128_mul-cdetrio11,0.5543015003204346,0.132848,0.41771
wagon,bn128_mul-cdetrio11,0.5558829307556152,0.134096,0.418246
wagon,bn128_mul-cdetrio11,0.5555703639984131,0.135515,0.41655
wagon,bn128_mul-cdetrio11,0.5534243583679199,0.132837,0.417199
wagon,bn128_mul-cdetrio11,0.56209397315979,0.139241,0.419328
wagon,bn128_mul-cdetrio11,0.5592689514160156,0.133724,0.422263
wagon,bn128_mul-cdetrio11,0.5829038619995117,0.152296,0.427177
wagon,bn128_mul-cdetrio11,0.5535826683044434,0.131056,0.419015
wagon,bn128_mul-cdetrio11,0.5547337532043457,0.132988,0.418258
wagon,bn128_mul-cdetrio11,0.5554437637329102,0.134163,0.417637
wagon,bn128_mul-cdetrio11,0.5544619560241699,0.13296,0.418069
wagon,bn128_mul-cdetrio11,0.5558161735534668,0.135883,0.416405
wagon,bn128_mul-cdetrio11,0.5584971904754639,0.135014,0.420019
wagon,bn128_mul-cdetrio11,0.5555353164672852,0.135547,0.416501
wagon,bn128_mul-cdetrio11,0.5536823272705078,0.133742,0.416623
wagon,bn128_mul-cdetrio11,0.5534677505493164,0.131921,0.41805
wagon,bn128_mul-cdetrio11,0.5522799491882324,0.131408,0.417493
wagon,bn128_mul-cdetrio11,0.5562984943389893,0.135331,0.417391
wagon,bn128_mul-cdetrio11,0.5536296367645264,0.130988,0.419101
wagon,bn128_mul-cdetrio11,0.5500755310058594,0.12978,0.416818
wagon,bn128_mul-cdetrio11,0.5549881458282471,0.134144,0.417309
wagon,bn128_mul-cdetrio11,0.5521657466888428,0.131514,0.417169
wagon,bn128_mul-cdetrio11,0.5535924434661865,0.13178,0.418332
wagon,bn128_mul-cdetrio11,0.5518002510070801,0.131245,0.417195
wagon,bn128_mul-cdetrio11,0.5524392127990723,0.131655,0.417454
wagon,bn128_mul-cdetrio11,0.555760383605957,0.13425,0.417798
wagon,bn128_mul-cdetrio11,0.5538897514343262,0.133371,0.417008
wagon,bn128_mul-cdetrio11,0.5545988082885742,0.132629,0.41845
wagon,bn128_mul-cdetrio11,0.5521750450134277,0.131366,0.417452
wagon,bn128_mul-cdetrio11,0.5555682182312012,0.134932,0.417242
wagon,bn128_mul-cdetrio11,0.5580360889434814,0.13747,0.417096
wagon,bn128_mul-cdetrio11,0.554373025894165,0.134144,0.41673
wagon,bn128_mul-cdetrio11,0.5499818325042725,0.130391,0.416167
wagon,bn128_mul-cdetrio12,0.49114322662353516,0.135329,0.35211
wagon,bn128_mul-cdetrio12,0.4906177520751953,0.135006,0.351905
wagon,bn128_mul-cdetrio12,0.48822522163391113,0.132617,0.35209
wagon,bn128_mul-cdetrio12,0.4949934482574463,0.134595,0.356636
wagon,bn128_mul-cdetrio12,0.4948763847351074,0.137009,0.354261
wagon,bn128_mul-cdetrio12,0.4895496368408203,0.132727,0.353205
wagon,bn128_mul-cdetrio12,0.4903428554534912,0.134692,0.351943
wagon,bn128_mul-cdetrio12,0.49247074127197266,0.136901,0.351924
wagon,bn128_mul-cdetrio12,0.488872766494751,0.132302,0.35295
wagon,bn128_mul-cdetrio12,0.4913966655731201,0.134703,0.353148
wagon,bn128_mul-cdetrio12,0.49120402336120605,0.135524,0.35197
wagon,bn128_mul-cdetrio12,0.4888267517089844,0.132321,0.352834
wagon,bn128_mul-cdetrio12,0.49060797691345215,0.135171,0.351731
wagon,bn128_mul-cdetrio12,0.4887833595275879,0.13283,0.352215
wagon,bn128_mul-cdetrio12,0.4894852638244629,0.1338,0.35199
wagon,bn128_mul-cdetrio12,0.4881002902984619,0.132758,0.351652
wagon,bn128_mul-cdetrio12,0.4892446994781494,0.13334,0.352294
wagon,bn128_mul-cdetrio12,0.4921860694885254,0.134099,0.354341
wagon,bn128_mul-cdetrio12,0.48988938331604004,0.134163,0.35195
wagon,bn128_mul-cdetrio12,0.4876210689544678,0.132073,0.352017
wagon,bn128_mul-cdetrio12,0.49175143241882324,0.136717,0.351441
wagon,bn128_mul-cdetrio12,0.4873964786529541,0.131735,0.352069
wagon,bn128_mul-cdetrio12,0.48897480964660645,0.133284,0.352081
wagon,bn128_mul-cdetrio12,0.48513245582580566,0.129485,0.352064
wagon,bn128_mul-cdetrio12,0.49093079566955566,0.134242,0.352992
wagon,bn128_mul-cdetrio12,0.49028730392456055,0.134786,0.351969
wagon,bn128_mul-cdetrio12,0.489163875579834,0.133742,0.35165
wagon,bn128_mul-cdetrio12,0.48975086212158203,0.134237,0.351813
